YEAR,SEED,TEAM,SCORE,SEED.1,TEAM.1,SCORE.1,Team1W,Team1ADJOE,Team1ADJDE,Team1BARTHAG,Team1EFG_O,Team1EFG_D,Team1TOR,Team1TORD,Team1ORB,Team1DRB,Team1FTR,Team1FTRD,Team12P_O,Team12P_D,Team13P_O,Team13P_D,Team1ADJ_T,Team1WAB,Team1SEED,Team1YEAR,Team2W,Team2ADJOE,Team2ADJDE,Team2BARTHAG,Team2EFG_O,Team2EFG_D,Team2TOR,Team2TORD,Team2ORB,Team2DRB,Team2FTR,Team2FTRD,Team22P_O,Team22P_D,Team23P_O,Team23P_D,Team2ADJ_T,Team2WAB,Team2SEED,Team2YEAR,Team1Wins
2018,7,Texas A&M,72,3,Michigan,99,22,111.2,94.7,0.8640000000000001,51.4,46.9,19.2,15.3,33.9,27.3,32.0,27.6,52.5,45.7,32.9,32.6,70.3,1.9,7.0,2018,22,111.2,94.7,0.8640000000000001,51.4,46.9,19.2,15.3,33.9,27.3,32.0,27.6,52.5,45.7,32.9,32.6,70.3,1.9,7.0,2018,0
2018,4,Gonzaga,60,9,Florida St.,75,32,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,4.0,2018,32,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,4.0,2018,0
2018,5,Clemson,76,1,Kansas,80,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,0
2018,1,Villanova,90,5,West Virginia,78,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,1
2018,5,Kentucky,58,9,Kansas St.,61,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,0
2018,2,Duke,69,11,Syracuse,65,29,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2.0,2018,29,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,2.0,2018,1
2018,3,Texas Tech,78,2,Purdue,65,27,112.7,91.5,0.917,52.0,46.4,17.8,21.7,32.9,28.7,39.3,38.0,51.1,45.1,35.9,32.3,67.6,4.7,3.0,2018,27,112.7,91.5,0.917,52.0,46.4,17.8,21.7,32.9,28.7,39.3,38.0,51.1,45.1,35.9,32.3,67.6,4.7,3.0,2018,1
2018,7,Nevada,68,11,Loyola Chicago,69,29,118.9,102.5,0.8462,54.8,49.4,13.5,18.0,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,70.7,2.5,7.0,2018,29,118.9,102.5,0.8462,54.8,49.4,13.5,18.0,26.7,29.3,36.3,30.1,52.1,50.7,39.2,31.7,70.7,2.5,7.0,2018,0
2018,5,Kentucky,95,13,Buffalo,75,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,1
2018,1,Xavier,70,9,Florida St.,75,29,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,1.0,2018,29,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,1.0,2018,0
2018,8,Seton Hall,79,1,Kansas,83,22,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,8.0,2018,22,117.8,98.2,0.8902,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52.0,50.0,36.5,33.8,70.7,2.5,8.0,2018,0
2018,1,Villanova,81,9,Alabama,58,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,1
2018,11,Syracuse,55,3,Michigan St.,53,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,1
2018,5,Clemson,84,4,Auburn,53,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,1
2018,7,Texas A&M,86,2,North Carolina,65,22,111.2,94.7,0.8640000000000001,51.4,46.9,19.2,15.3,33.9,27.3,32.0,27.6,52.5,45.7,32.9,32.6,70.3,1.9,7.0,2018,22,111.2,94.7,0.8640000000000001,51.4,46.9,19.2,15.3,33.9,27.3,32.0,27.6,52.5,45.7,32.9,32.6,70.3,1.9,7.0,2018,1
2018,3,Michigan,64,6,Houston,63,33,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,3.0,2018,33,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,3.0,2018,1
2018,2,Cincinnati,73,7,Nevada,75,31,111.6,87.7,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,2.0,2018,31,111.6,87.7,0.9417,51.2,43.3,17.0,21.6,38.5,28.2,36.0,26.8,50.2,41.4,35.3,30.9,66.2,5.9,2.0,2018,0
2018,6,Florida,66,3,Texas Tech,69,21,115.2,93.9,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,6.0,2018,21,115.2,93.9,0.9132,50.8,48.7,14.3,20.0,28.7,30.5,32.6,32.4,47.6,46.6,37.0,35.2,68.5,1.4,6.0,2018,0
2018,5,Ohio St.,84,4,Gonzaga,90,25,116.0,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,5.0,2018,25,116.0,94.3,0.9154,54.1,48.7,17.1,17.9,30.2,25.2,31.1,29.5,54.7,46.1,35.3,35.1,68.2,4.5,5.0,2018,0
2018,7,Rhode Island,62,2,Duke,87,26,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,7.0,2018,26,109.7,97.3,0.7988,51.1,50.4,15.3,22.6,31.0,28.2,30.1,40.6,50.4,50.6,35.2,33.2,69.6,1.6,7.0,2018,0
2018,16,UMBC,43,9,Kansas St.,50,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,16.0,2018,25,102.1,102.2,0.4963,52.2,51.6,17.2,20.7,25.9,28.3,30.2,30.8,48.1,51.0,38.2,35.0,69.3,-4.9,16.0,2018,0
2018,3,Tennessee,62,11,Loyola Chicago,63,26,114.2,92.0,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,3.0,2018,26,114.2,92.0,0.9225,50.8,46.7,17.9,20.4,33.4,31.1,35.5,37.6,47.3,46.1,38.0,31.8,67.1,6.4,3.0,2018,0
2018,13,Marshall,71,5,West Virginia,94,25,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,13.0,2018,25,108.8,102.5,0.6633,54.7,49.9,17.2,18.4,22.4,32.3,33.1,28.9,55.5,48.7,35.9,35.0,75.9,-2.5,13.0,2018,0
2018,10,Butler,73,2,Purdue,76,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,10.0,2018,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,10.0,2018,0
2018,10,Butler,79,7,Arkansas,62,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,10.0,2018,21,116.1,95.3,0.9068,54.0,51.9,15.7,19.5,27.6,24.6,26.1,35.3,54.3,49.5,35.7,37.3,69.1,1.7,10.0,2018,1
2018,5,West Virginia,85,12,Murray St.,68,26,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37.0,30.1,31.3,44.1,48.8,45.4,35.3,38.0,71.2,4.6,5.0,2018,26,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37.0,30.1,31.3,44.1,48.8,45.4,35.3,38.0,71.2,4.6,5.0,2018,1
2018,3,Michigan,61,14,Montana,47,33,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,3.0,2018,33,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,3.0,2018,1
2018,5,Kentucky,78,12,Davidson,73,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,26,115.8,95.6,0.9,51.8,46.8,18.6,16.8,35.7,31.0,44.0,32.3,51.2,48.0,35.7,30.1,70.0,4.3,5.0,2018,1
2018,2,North Carolina,84,15,Lipscomb,66,26,120.7,97.1,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,2.0,2018,26,120.7,97.1,0.9242,52.0,50.1,16.7,16.3,37.4,25.5,28.0,26.0,51.0,45.3,35.9,38.0,72.6,7.1,2.0,2018,1
2018,3,Michigan St.,82,14,Bucknell,78,30,118.9,94.3,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,3.0,2018,30,118.9,94.3,0.9347,56.9,42.7,19.2,14.6,37.0,26.6,35.9,30.7,55.2,38.4,40.1,33.7,68.0,8.0,3.0,2018,1
2018,1,Virginia,54,16,UMBC,74,31,114.6,86.7,0.9612,52.7,44.3,14.0,20.9,27.0,25.6,24.5,26.2,50.1,42.8,38.3,31.0,60.5,11.3,1.0,2018,31,114.6,86.7,0.9612,52.7,44.3,14.0,20.9,27.0,25.6,24.5,26.2,50.1,42.8,38.3,31.0,60.5,11.3,1.0,2018,0
2018,4,Wichita St.,75,13,Marshall,81,25,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46.0,38.1,36.3,70.1,3.4,4.0,2018,25,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46.0,38.1,36.3,70.1,3.4,4.0,2018,0
2018,13,UNC Greensboro,64,4,Gonzaga,68,27,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,13.0,2018,27,103.4,95.2,0.7207,51.7,47.5,19.8,21.4,33.7,23.9,26.0,39.2,51.1,47.3,35.0,31.9,66.2,-1.6,13.0,2018,0
2018,15,Iona,67,2,Duke,89,20,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,15.0,2018,20,108.8,107.6,0.5333,53.9,52.5,16.0,18.8,24.5,30.8,30.2,28.6,51.5,51.7,38.3,35.8,71.5,-7.3,15.0,2018,0
2018,16,Penn,60,1,Kansas,76,24,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,16.0,2018,24,103.6,97.6,0.6644,52.9,47.0,16.6,17.0,23.8,22.6,33.4,31.8,53.3,48.0,34.8,30.0,70.1,-3.3,16.0,2018,0
2018,8,Creighton,59,9,Kansas St.,69,21,116.2,97.4,0.8836,57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,58.7,50.0,37.2,33.6,72.3,2.0,8.0,2018,21,116.2,97.4,0.8836,57.4,50.1,15.6,15.8,22.5,24.6,26.5,24.8,58.7,50.0,37.2,33.6,72.3,2.0,8.0,2018,0
2018,11,Syracuse,52,6,TCU,57,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,0
2018,6,Miami FL,62,11,Loyola Chicago,64,22,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,6.0,2018,22,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,6.0,2018,0
2018,4,Arizona,68,13,Buffalo,89,27,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,4.0,2018,27,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,4.0,2018,0
2018,1,Villanova,87,16,Radford,61,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,1.0,2018,1
2018,8,Virginia Tech,83,9,Alabama,86,21,115.2,98.6,0.8579,57.7,50.4,17.0,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,8.0,2018,21,115.2,98.6,0.8579,57.7,50.4,17.0,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,8.0,2018,0
2018,5,Clemson,79,12,New Mexico St.,68,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,25,112.5,93.1,0.8984,52.9,47.2,17.4,17.4,27.2,26.3,33.5,27.2,51.6,43.9,36.6,35.2,67.2,3.9,5.0,2018,1
2018,14,Wright St.,47,3,Tennessee,73,25,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,14.0,2018,25,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,14.0,2018,0
2018,15,Georgia St.,53,2,Cincinnati,68,24,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,15.0,2018,24,108.8,101.5,0.6894,53.9,47.1,16.7,20.6,25.6,33.4,30.9,38.6,50.9,44.0,38.7,33.8,67.7,-5.1,15.0,2018,0
2018,13,College of Charleston,58,4,Auburn,62,26,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,13.0,2018,26,106.8,104.3,0.5685,52.7,49.9,15.1,17.8,25.5,27.9,36.6,32.1,52.0,48.7,35.9,34.6,66.0,-2.1,13.0,2018,0
2018,15,Cal St. Fullerton,48,2,Purdue,74,20,101.6,102.5,0.47600000000000003,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,15.0,2018,20,101.6,102.5,0.47600000000000003,51.6,48.2,20.7,18.2,26.0,28.9,45.6,35.2,52.0,45.0,33.8,36.4,70.7,-5.5,15.0,2018,0
2018,10,Providence,69,7,Texas A&M,73,21,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,10.0,2018,21,108.4,95.9,0.8027,49.6,50.3,17.4,19.0,28.9,29.0,38.6,31.8,49.5,51.5,33.2,32.2,68.3,1.9,10.0,2018,0
2018,16,Texas Southern,83,1,Xavier,102,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16.0,2018,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16.0,2018,0
2018,11,San Diego St.,65,6,Houston,67,22,110.2,94.9,0.8486,51.7,48.6,17.0,19.0,31.6,25.0,35.1,29.6,52.0,47.8,34.1,33.2,70.0,-1.5,11.0,2018,22,110.2,94.9,0.8486,51.7,48.6,17.0,19.0,31.6,25.0,35.1,29.6,52.0,47.8,34.1,33.2,70.0,-1.5,11.0,2018,0
2018,10,Texas,83,7,Nevada,87,19,109.3,93.7,0.8547,50.0,48.3,17.0,18.0,29.4,29.1,33.0,26.2,51.2,47.5,32.0,33.2,66.6,1.4,10.0,2018,19,109.3,93.7,0.8547,50.0,48.3,17.0,18.0,29.4,29.1,33.0,26.2,51.2,47.5,32.0,33.2,66.6,1.4,10.0,2018,0
2018,8,Missouri,54,9,Florida St.,67,20,111.0,96.0,0.8420000000000001,54.1,46.7,20.8,16.0,30.3,27.9,38.3,30.3,50.3,45.4,39.0,32.7,66.8,0.4,8.0,2018,20,111.0,96.0,0.8420000000000001,54.1,46.7,20.8,16.0,30.3,27.9,38.3,30.3,50.3,45.4,39.0,32.7,66.8,0.4,8.0,2018,0
2018,11,St. Bonaventure,62,6,Florida,77,26,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,11.0,2018,26,109.6,99.7,0.7485,51.6,49.0,16.3,20.4,29.3,29.1,40.5,38.4,48.5,49.7,38.6,32.0,70.4,1.4,11.0,2018,0
2018,12,South Dakota St.,73,5,Ohio St.,81,28,113.2,100.4,0.7989,54.3,50.0,14.0,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,12.0,2018,28,113.2,100.4,0.7989,54.3,50.0,14.0,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,12.0,2018,0
2018,14,Stephen F. Austin,60,3,Texas Tech,70,28,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,14.0,2018,28,103.8,97.1,0.6832,53.1,49.7,20.7,25.9,32.0,28.5,40.5,50.3,51.7,47.4,37.4,35.6,72.1,-1.8,14.0,2018,0
2018,9,North Carolina St.,83,8,Seton Hall,94,21,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32.0,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,9.0,2018,21,115.6,101.3,0.821,53.4,51.6,16.8,20.4,33.4,32.0,34.2,33.7,52.1,53.6,37.2,31.6,72.8,0.9,9.0,2018,0
2018,10,Oklahoma,78,7,Rhode Island,83,18,114.6,99.5,0.835,53.5,51.0,17.3,16.8,28.4,30.0,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,10.0,2018,18,114.6,99.5,0.835,53.5,51.0,17.3,16.8,28.4,30.0,33.2,25.6,53.3,49.1,35.9,36.2,76.7,1.1,10.0,2018,0
2018,11,UCLA,58,11,St. Bonaventure,65,21,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,11.0,2018,21,113.7,100.6,0.8029,53.7,49.1,16.6,14.5,28.5,26.9,35.5,29.7,51.4,47.3,38.1,34.6,71.5,0.0,11.0,2018,0
2018,16,Radford,71,16,LIU Brooklyn,61,23,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,16.0,2018,23,101.3,102.8,0.4559,49.3,50.1,18.7,20.2,32.0,28.0,31.2,31.7,47.1,48.9,35.0,34.6,64.2,-6.5,16.0,2018,1
2018,16,Texas Southern,64,16,North Carolina Central,46,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16.0,2018,16,104.1,112.4,0.293,50.5,51.2,17.2,16.2,28.5,32.5,42.9,31.2,48.5,49.4,35.9,36.6,72.6,-10.9,16.0,2018,1
2018,11,Syracuse,60,11,Arizona St.,56,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,23,106.0,92.1,0.8344,46.9,46.2,19.1,19.5,34.7,30.4,40.5,31.4,46.6,45.1,31.7,31.8,64.0,-0.4,11.0,2018,1
2017,1,North Carolina,71,1,Gonzaga,65,33,121.0,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,51.0,46.3,35.5,33.9,72.8,8.4,1.0,2017,33,121.0,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,51.0,46.3,35.5,33.9,72.8,8.4,1.0,2017,1
2017,7,South Carolina,73,1,Gonzaga,77,26,108.7,89.0,0.9083,47.3,45.5,18.4,24.3,34.0,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,7.0,2017,26,108.7,89.0,0.9083,47.3,45.5,18.4,24.3,34.0,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,7.0,2017,0
2017,3,Oregon,76,1,North Carolina,77,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38.0,31.2,68.4,6.0,3.0,2017,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38.0,31.2,68.4,6.0,3.0,2017,0
2017,2,Kentucky,73,1,North Carolina,75,32,118.3,91.3,0.9517,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,52.9,48.3,35.3,30.6,73.7,9.0,2.0,2017,32,118.3,91.3,0.9517,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,52.9,48.3,35.3,30.6,73.7,9.0,2.0,2017,0
2017,1,Gonzaga,83,11,Xavier,59,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,1.0,2017,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,1.0,2017,1
2017,3,Oregon,74,1,Kansas,60,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38.0,31.2,68.4,6.0,3.0,2017,33,117.8,93.8,0.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38.0,31.2,68.4,6.0,3.0,2017,1
2017,7,South Carolina,77,4,Florida,70,26,108.7,89.0,0.9083,47.3,45.5,18.4,24.3,34.0,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,7.0,2017,26,108.7,89.0,0.9083,47.3,45.5,18.4,24.3,34.0,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7,7.0,2017,1
2017,1,North Carolina,92,4,Butler,80,33,121.0,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,51.0,46.3,35.5,33.9,72.8,8.4,1.0,2017,33,121.0,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25.0,34.3,31.6,51.0,46.3,35.5,33.9,72.8,8.4,1.0,2017,1
2017,3,UCLA,75,2,Kentucky,86,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,3.0,2017,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,3.0,2017,0
2017,1,Gonzaga,61,4,West Virginia,58,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,1.0,2017,37,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,1.0,2017,1
2017,4,Purdue,66,1,Kansas,98,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,4.0,2017,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,4.0,2017,0
2017,3,Baylor,50,7,South Carolina,70,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45.0,35.3,32.2,65.1,7.9,3.0,2017,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45.0,35.3,32.2,65.1,7.9,3.0,2017,0
2017,2,Arizona,71,11,Xavier,73,32,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2.0,2017,32,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2.0,2017,0
2017,7,Michigan,68,3,Oregon,69,26,123.3,97.6,0.9366,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,56.3,50.0,38.5,37.8,64.0,3.8,7.0,2017,26,123.3,97.6,0.9366,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,56.3,50.0,38.5,37.8,64.0,3.8,7.0,2017,0
2017,4,Florida,84,8,Wisconsin,83,27,116.6,88.9,0.9576,51.6,45.8,16.9,21.0,32.1,29.5,40.2,34.0,50.3,45.7,35.9,30.5,70.2,6.4,4.0,2017,27,116.6,88.9,0.9576,51.6,45.8,16.9,21.0,32.1,29.5,40.2,34.0,50.3,45.7,35.9,30.5,70.2,6.4,4.0,2017,1
